query_index,query_path,query_pid,transition,baseline_top1_path,baseline_top1_pid,semantic_top1_path,semantic_top1_pid
9538,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2495/2495_009_01_0114morning_1399_0_ex.jpg,2495,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2495/2495_013_07_0114morning_1299_0_ex.jpg,2495,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1407/1407_004_01_0113noon_0947_2.jpg,1407
9551,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2497/2497_040_09_0114morning_1485_0_ex.jpg,2497,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2523/2523_012_09_0114morning_1501_0_ex.jpg,2523,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2497/2497_055_04_0114morning_1252_0.jpg,2497
9619,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2521/2521_056_11_0114morning_1531_0.jpg,2521,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0785/0785_004_13_0303afternoon_1060_0.jpg,785,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2521/2521_060_13_0114morning_1604_0.jpg,2521
9620,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2521/2521_057_11_0114morning_1531_0_ex.jpg,2521,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1171/1171_009_11_0113morning_0997_2.jpg,1171,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2521/2521_061_13_0114morning_1604_0_ex.jpg,2521
9739,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2557/2557_037_04_0114morning_0040_2.jpg,2557,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1857/1857_021_11_0302morning_0269_0_ex.jpg,1857,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2557/2557_051_05_0114morning_0271_0.jpg,2557
9750,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2559/2559_072_07_0114morning_0452_2.jpg,2559,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2387/2387_002_07_0114morning_0390_0.jpg,2387,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2559/2559_045_06_0114morning_0418_0.jpg,2559
9751,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2559/2559_073_07_0114morning_0452_2_ex.jpg,2559,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0037/0037_007_07_0303morning_0150_0_ex.jpg,37,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2559/2559_045_06_0114morning_0418_0.jpg,2559
9799,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2572/2572_014_07_0114morning_1122_0_ex.jpg,2572,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2572/2572_007_06_0114morning_1069_1.jpg,2572,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2539/2539_008_01_0114morning_1697_1.jpg,2539
9806,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2573/2573_003_12_0114morning_1090_2_ex.jpg,2573,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0194/0194_016_15_0303morning_1260_0_ex.jpg,194,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2573/2573_004_13_0114morning_1173_1.jpg,2573
9825,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2577/2577_023_09_0114morning_1525_0.jpg,2577,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2497/2497_042_09_0114morning_1486_0_ex.jpg,2497,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2577/2577_053_04_0114morning_1290_0.jpg,2577
9847,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2581/2581_014_11_0114morning_1662_0_ex.jpg,2581,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0832/0832_004_13_0303afternoon_1379_0.jpg,832,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2581/2581_004_13_0114morning_1729_0_ex.jpg,2581
9890,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2593/2593_004_05_0114noon_0282_0.jpg,2593,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1921/1921_021_05_0302noon_0538_2.jpg,1921,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2593/2593_014_14_0114noon_0298_0_ex.jpg,2593
9895,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2595/2595_005_01_0114noon_0348_1.jpg,2595,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2652/2652_000_01_0114noon_0697_1.jpg,2652,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2595/2595_036_15_0114noon_0366_2.jpg,2595
9924,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2602/2602_014_14_0114noon_0331_2_ex.jpg,2602,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2602/2602_008_05_0114noon_0314_2_ex.jpg,2602,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2883/2883_008_14_0114afternoon_0966_0.jpg,2883
9947,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2608/2608_082_07_0114noon_1670_1.jpg,2608,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1869/1869_035_09_0302morning_1060_2.jpg,1869,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2608/2608_062_01_0114noon_1086_1_ex.jpg,2608
9981,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2616/2616_025_14_0114noon_0392_5_ex.jpg,2616,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2528/2528_012_14_0114morning_1546_2.jpg,2528,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2616/2616_008_07_0114noon_0334_0.jpg,2616
9983,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2617/2617_013_05_0114noon_0377_1_ex.jpg,2617,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2635/2635_074_05_0114noon_1402_0.jpg,2635,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2617/2617_023_14_0114noon_0396_2_ex.jpg,2617
10014,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2626/2626_012_05_0114noon_1101_0.jpg,2626,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2690/2690_018_05_0114noon_1637_0_ex.jpg,2690,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2626/2626_016_14_0114noon_1100_3.jpg,2626
10101,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2654/2654_058_01_0114afternoon_1212_1_ex.jpg,2654,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2654/2654_055_05_0114afternoon_1153_1.jpg,2654,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0834/0834_017_12_0303afternoon_1394_1.jpg,834
10137,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2663/2663_028_15_0114noon_1440_1.jpg,2663,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2663/2663_014_05_0114noon_1404_0.jpg,2663,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2416/2416_009_05_0114morning_0734_0.jpg,2416
10186,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2676/2676_003_01_0114noon_0906_2_ex.jpg,2676,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2676/2676_012_15_0114noon_1544_0.jpg,2676,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0235/0235_013_01_0303morning_1342_1_ex.jpg,235
10200,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2682/2682_006_05_0114noon_1560_0.jpg,2682,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1461/1461_054_05_0113noon_0594_1_ex.jpg,1461,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2682/2682_012_14_0114noon_1552_3_ex.jpg,2682
10201,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2682/2682_007_05_0114noon_1560_0_ex.jpg,2682,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2658/2658_014_05_0114noon_1370_0.jpg,2658,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2682/2682_012_14_0114noon_1552_3_ex.jpg,2682
10227,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2691/2691_023_15_0114noon_1666_2_ex.jpg,2691,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1578/1578_064_07_0113afternoon_0236_2.jpg,1578,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2691/2691_013_05_0114noon_1631_0_ex.jpg,2691
10257,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2700/2700_008_05_0114noon_1720_1.jpg,2700,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2947/2947_001_14_0114afternoon_1397_0_ex.jpg,2947,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2700/2700_002_07_0114noon_1675_1.jpg,2700
10264,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2704/2704_020_05_0114noon_1755_2_ex.jpg,2704,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2704/2704_031_14_0114noon_1754_0.jpg,2704,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1238/1238_015_05_0113noon_0259_0.jpg,1238
10290,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2710/2710_089_06_0114noon_0281_0_ex.jpg,2710,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2740/2740_050_06_0114noon_0828_0.jpg,2740,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2710/2710_072_07_0114noon_0261_2.jpg,2710
10323,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2717/2717_004_12_0114noon_0534_0_ex.jpg,2717,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2713/2713_002_12_0114noon_0375_1.jpg,2713,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2717/2717_045_07_0114noon_0487_1.jpg,2717
10337,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2718/2718_079_06_0114noon_0500_0.jpg,2718,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2855/2855_015_07_0114afternoon_0727_0.jpg,2855,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2718/2718_002_12_0114noon_0533_0.jpg,2718
10351,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2720/2720_002_12_0114noon_0552_0.jpg,2720,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2720/2720_035_06_0114noon_0511_3_ex.jpg,2720,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1760/1760_019_04_0302morning_0336_1_ex.jpg,1760
10514,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2753/2753_030_06_0114noon_1075_1.jpg,2753,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2951/2951_005_05_0114afternoon_1402_0.jpg,2951,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2753/2753_024_07_0114noon_1051_3.jpg,2753
10535,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2756/2756_002_12_0114noon_1231_1.jpg,2756,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2756/2756_034_10_0114noon_1257_0_ex.jpg,2756,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0063/0063_037_01_0302morning_0201_0_ex.jpg,63
10588,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2771/2771_071_04_0114noon_1478_1_ex.jpg,2771,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1506/1506_020_04_0113noon_0967_0_ex.jpg,1506,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2771/2771_053_06_0114noon_1596_0.jpg,2771
10600,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2772/2772_066_04_0114noon_1474_0_ex.jpg,2772,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1895/1895_110_15_0302noon_0355_0.jpg,1895,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2772/2772_092_14_0114noon_1629_3.jpg,2772
10624,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2778/2778_000_01_0114afternoon_0182_0.jpg,2778,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2777/2777_002_01_0114afternoon_0176_0.jpg,2777,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2778/2778_018_07_0114afternoon_0138_1_ex.jpg,2778
10658,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2786/2786_019_05_0114afternoon_0233_3.jpg,2786,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1328/1328_013_05_0113noon_0627_0_ex.jpg,1328,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2786/2786_000_01_0114afternoon_0265_1.jpg,2786
10695,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2794/2794_015_05_0114afternoon_0273_4_ex.jpg,2794,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2794/2794_004_01_0114afternoon_0302_2.jpg,2794,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1274/1274_023_05_0114noon_1503_0.jpg,1274
10698,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2795/2795_017_05_0114afternoon_0280_0.jpg,2795,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0626/0626_022_01_0303afternoon_1587_2.jpg,626,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2795/2795_001_01_0114afternoon_0314_3_ex.jpg,2795
10703,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2796/2796_019_05_0114afternoon_0282_0_ex.jpg,2796,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1554/1554_005_06_0113noon_1519_2.jpg,1554,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2796/2796_003_01_0114afternoon_0317_1_ex.jpg,2796
10733,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2803/2803_001_01_0114afternoon_0396_1_ex.jpg,2803,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1395/1395_011_05_0113noon_0875_2_ex.jpg,1395,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2803/2803_033_14_0114afternoon_0411_0_ex.jpg,2803
10754,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2809/2809_002_01_0114afternoon_0439_1_ex.jpg,2809,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_044_09_0113afternoon_0967_0_ex.jpg,1629,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2809/2809_025_05_0114afternoon_0410_0.jpg,2809
10788,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2819/2819_014_05_0114afternoon_0509_0.jpg,2819,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2819/2819_011_07_0114afternoon_0496_0.jpg,2819,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1875/1875_030_04_0302noon_0096_2.jpg,1875
10811,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2825/2825_026_05_0114afternoon_1227_1.jpg,2825,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2524/2524_035_15_0114morning_1504_2.jpg,2524,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2825/2825_008_07_0114afternoon_0545_0.jpg,2825
10832,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2832/2832_001_01_0114afternoon_0640_5_ex.jpg,2832,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2833/2833_003_01_0114afternoon_0641_4_ex.jpg,2833,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2832/2832_044_05_0114afternoon_1540_2.jpg,2832
10895,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2850/2850_009_01_0114afternoon_0775_1_ex.jpg,2850,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2850/2850_005_03_0114afternoon_0750_0.jpg,2850,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2385/2385_024_15_0114morning_0401_1.jpg,2385
10907,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2853/2853_039_01_0114afternoon_1608_0_ex.jpg,2853,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1839/1839_026_15_0302morning_0790_0_ex.jpg,1839,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2853/2853_006_05_0114afternoon_0726_2_ex.jpg,2853
10931,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2861/2861_009_07_0114afternoon_0779_0.jpg,2861,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2799/2799_016_07_0114afternoon_0302_0_ex.jpg,2799,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2861/2861_018_01_0114afternoon_0849_1.jpg,2861
10936,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2863/2863_028_01_0114afternoon_0864_2.jpg,2863,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2961/2961_011_01_0114afternoon_1554_7.jpg,2961,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2863/2863_016_05_0114afternoon_0799_1_ex.jpg,2863
10946,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2865/2865_033_01_0114afternoon_0896_1.jpg,2865,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2613/2613_004_01_0114noon_0425_2.jpg,2613,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2865/2865_025_07_0114afternoon_0818_2_ex.jpg,2865
11002,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2883/2883_021_05_0114afternoon_0956_1_ex.jpg,2883,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2883/2883_025_07_0114afternoon_0943_0_ex.jpg,2883,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0568/0568_000_14_0303afternoon_0966_0.jpg,568
11049,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2897/2897_011_05_0114afternoon_1027_0_ex.jpg,2897,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2897/2897_024_01_0114afternoon_1085_0_ex.jpg,2897,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0581/0581_036_01_0303afternoon_1381_1.jpg,581
11089,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2910/2910_012_07_0114afternoon_1061_0.jpg,2910,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2154/2154_006_07_0302afternoon_1547_1.jpg,2154,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2910/2910_000_14_0114afternoon_1080_0.jpg,2910
11093,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2911/2911_012_05_0114afternoon_1081_1_ex.jpg,2911,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0601/0601_010_05_0303afternoon_1463_2.jpg,601,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2911/2911_018_01_0114afternoon_1145_1.jpg,2911
11103,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2915/2915_051_13_0114afternoon_1419_1.jpg,2915,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1632/1632_005_13_0113afternoon_1052_1.jpg,1632,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2915/2915_058_11_0114afternoon_1424_1_ex.jpg,2915
11155,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2931/2931_000_14_0114afternoon_1269_0.jpg,2931,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0288/0288_025_14_0303morning_1888_0_ex.jpg,288,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2931/2931_005_07_0114afternoon_1247_0.jpg,2931
11164,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2935/2935_007_05_0114afternoon_1277_3_ex.jpg,2935,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2935/2935_015_07_0114afternoon_1267_0.jpg,2935,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0499/0499_019_05_0303afternoon_0461_1_ex.jpg,499
11213,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2951/2951_009_05_0114afternoon_1404_0.jpg,2951,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1519/1519_015_12_0114noon_0944_0_ex.jpg,1519,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2951/2951_011_01_0114afternoon_1462_2.jpg,2951
11247,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2964/2964_006_05_0114afternoon_1541_4_ex.jpg,2964,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1752/1752_010_01_0302morning_0292_3_ex.jpg,1752,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2964/2964_014_01_0114afternoon_1600_0.jpg,2964
11308,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2989/2989_017_01_0114afternoon_1759_1.jpg,2989,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2988/2988_013_01_0114afternoon_1756_0.jpg,2988,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2989/2989_000_14_0114afternoon_1708_0.jpg,2989
11352,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3005/3005_071_05_0114afternoon_0259_1_ex.jpg,3005,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2790/2790_012_07_0114afternoon_0230_0.jpg,2790,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3005/3005_036_06_0114afternoon_0238_1_ex.jpg,3005
11353,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3005/3005_047_04_0114afternoon_0250_1.jpg,3005,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0496/0496_022_03_0303afternoon_0482_1.jpg,496,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3005/3005_027_09_0114afternoon_0302_1.jpg,3005
11362,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3006/3006_000_12_0114afternoon_0284_0.jpg,3006,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3006/3006_054_10_0114afternoon_0304_1.jpg,3006,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1540/1540_009_12_0113noon_1159_1.jpg,1540
11365,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3006/3006_060_13_0114afternoon_0573_5_ex.jpg,3006,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3006/3006_025_11_0114afternoon_0289_1_ex.jpg,3006,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3021/3021_006_13_0114afternoon_0583_0_ex.jpg,3021
11373,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3007/3007_026_09_0114afternoon_0339_0_ex.jpg,3007,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3032/3032_014_09_0114afternoon_1102_1_ex.jpg,3032,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3007/3007_045_08_0114afternoon_0157_0.jpg,3007
11438,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3019/3019_032_09_0114afternoon_0613_1.jpg,3019,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2384/2384_017_15_0114morning_0382_2.jpg,2384,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3019/3019_051_01_0114afternoon_0612_0_ex.jpg,3019
11443,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3020/3020_003_12_0114afternoon_0563_0_ex.jpg,3020,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1042/1042_024_05_0114morning_0975_1.jpg,1042,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3020/3020_004_13_0114afternoon_0556_0.jpg,3020
11445,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3020/3020_060_05_0114afternoon_0563_2_ex.jpg,3020,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2922/2922_017_01_0114afternoon_1263_0.jpg,2922,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3020/3020_026_09_0114afternoon_0613_0_ex.jpg,3020
11462,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_032_11_0114afternoon_0785_0_ex.jpg,3023,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1792/1792_004_11_0302morning_0472_1_ex.jpg,1792,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_019_13_0114afternoon_0780_3.jpg,3023
11464,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_003_12_0114afternoon_0781_1_ex.jpg,3023,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_011_13_0114afternoon_0776_0.jpg,3023,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1426/1426_002_01_0113noon_1011_2.jpg,1426
11465,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_004_12_0114afternoon_0782_0.jpg,3023,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3023/3023_011_13_0114afternoon_0776_0.jpg,3023,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2054/2054_000_14_0302afternoon_0630_0.jpg,2054
11478,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3028/3028_014_11_0114afternoon_1016_0.jpg,3028,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3028/3028_007_13_0114afternoon_1011_5.jpg,3028,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0363/0363_013_11_0303noon_0401_0.jpg,363
