baseline_false_path,baseline_false_pid,baseline_false_visual_similarity,best_true_path,best_true_rank_after,best_true_rank_before,best_true_visual_similarity,false_semantic_adjustment,funnel_stage,query_index,query_path,query_pid,semantic_corrected_rank1,true_in_ambiguity,true_in_top20,true_minus_false_visual_gap,true_semantic_adjustment
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2012_c2_f0208266.jpg,2012,0.8615632653236389,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0098_c6_f0058132.jpg,2,2,0.858591616153717,1.0,F,140,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0098_c2_f0074170.jpg,98,False,True,True,-0.002971649169921875,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0103_c6_f0049035.jpg,103,0.8397181630134583,,,,,,C,142,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0098_c6_f0057892.jpg,98,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0239_c1_f0095053.jpg,239,0.9005866050720215,,,,,,B,143,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0099_c1_f0070437.jpg,99,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0631_c2_f0164670.jpg,631,0.8607006072998047,,,,,,B,144,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0099_c2_f0069951.jpg,99,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4605_c7_f0144420.jpg,4605,0.8983603119850159,,,,,,B,145,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0099_c3_f0045400.jpg,99,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0247_c4_f0074929.jpg,247,0.7550185918807983,,,,,,B,146,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0099_c4_f0039646.jpg,99,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0027_c1_f0054669.jpg,27,0.9599762558937073,,,,,,B,147,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0101_c1_f0070929.jpg,101,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0583_c5_f0163661.jpg,583,0.794481635093689,,,,,,B,148,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0101_c2_f0070591.jpg,101,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0695_c1_f0172789.jpg,695,0.8611936569213867,,,,,,B,149,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0103_c1_f0070571.jpg,103,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0098_c6_f0057772.jpg,98,0.7946028709411621,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0103_c5_f0072965.jpg,1,2,0.7899956703186035,-1.0,E,152,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0103_c6_f0049155.jpg,103,True,True,True,-0.004607200622558594,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0230_c1_f0094280.jpg,230,0.8866969347000122,,,,,,B,153,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0106_c1_f0071620.jpg,106,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0107_c2_f0071464.jpg,107,0.8777127265930176,,,,,,B,154,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0106_c2_f0071469.jpg,106,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0219_c8_f0048708.jpg,219,0.8243514895439148,,,,,,B,155,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0106_c3_f0046940.jpg,106,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1440_c4_f0064707.jpg,1440,0.8323807716369629,,,,,,B,156,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0106_c4_f0041356.jpg,106,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0631_c1_f0160969.jpg,631,0.8686524629592896,,,,,,B,157,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0107_c1_f0071282.jpg,107,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0106_c2_f0071709.jpg,106,0.8205625414848328,,,,,,B,158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0107_c2_f0071824.jpg,107,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0051_c3_f0035718.jpg,51,0.8455967307090759,,,,,,B,159,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0107_c3_f0046827.jpg,107,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3201_c4_f0145827.jpg,3201,0.8584861755371094,,,,,,B,160,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0107_c4_f0041266.jpg,107,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0641_c2_f0163327.jpg,641,0.8770959377288818,,,,,,C,162,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0109_c2_f0075456.jpg,109,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0042_c6_f0047564.jpg,42,0.905335545539856,,,,,,B,164,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0109_c6_f0059222.jpg,109,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0525_c2_f0096373.jpg,525,0.8073692321777344,,,,,,B,165,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0111_c1_f0071894.jpg,111,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1555_c3_f0085718.jpg,1555,0.8462902307510376,,,,,,B,168,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0111_c8_f0028190.jpg,111,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0103_c6_f0049035.jpg,103,0.8239120244979858,,,,,,C,172,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0112_c6_f0050859.jpg,112,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0486_c1_f0127946.jpg,486,0.8034557104110718,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0114_c2_f0077064.jpg,1,2,0.8014727830886841,0.0,E,173,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0114_c1_f0073078.jpg,114,True,True,True,-0.0019829273223876953,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0201_c5_f0091591.jpg,201,0.804405689239502,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0114_c5_f0082398.jpg,3,3,0.7946149110794067,-1.0,F,174,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0114_c2_f0077664.jpg,114,False,True,True,-0.009790778160095215,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0434_c4_f0089089.jpg,434,0.8384038209915161,,,,,,C,176,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0114_c6_f0061083.jpg,114,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0453_c2_f0127580.jpg,453,0.766327977180481,,,,,,B,178,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0115_c2_f0077031.jpg,115,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0118_c1_f0073576.jpg,118,0.9024603366851807,,,,,,C,179,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0117_c1_f0073562.jpg,117,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0118_c2_f0077741.jpg,118,0.9334597587585449,,,,,,C,180,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0117_c2_f0077735.jpg,117,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0118_c5_f0083622.jpg,118,0.928084671497345,,,,,,C,181,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0117_c5_f0083624.jpg,117,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0118_c6_f0063157.jpg,118,0.8511391282081604,,,,,,C,182,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0117_c6_f0063167.jpg,117,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0117_c1_f0073682.jpg,117,0.9411004781723022,,,,,,C,183,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0118_c1_f0073696.jpg,118,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0117_c2_f0078095.jpg,117,0.8900802731513977,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0118_c5_f0083262.jpg,3,2,0.8889291286468506,-1.0,E,184,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0118_c2_f0078101.jpg,118,True,True,True,-0.0011511445045471191,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0117_c5_f0083384.jpg,117,0.945678174495697,,,,,,C,185,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0118_c5_f0083382.jpg,118,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0117_c6_f0062927.jpg,117,0.859300434589386,,,,,,C,186,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0118_c6_f0062917.jpg,118,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0010_c1_f0044398.jpg,10,0.9301567077636719,,,,,,B,187,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0119_c1_f0074020.jpg,119,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4065_c6_f0037462.jpg,4065,0.8530634641647339,,,,,,C,190,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0119_c6_f0051559.jpg,119,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0471_c1_f0125588.jpg,471,0.8008426427841187,,,,,,B,192,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0122_c1_f0074953.jpg,122,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6499_c8_f0095649.jpg,6499,0.8067322969436646,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0122_c1_f0074713.jpg,2,2,0.805804431438446,0.5,F,193,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0122_c8_f0030900.jpg,122,False,True,True,-0.0009278655052185059,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4207_c7_f0065029.jpg,4207,0.7965641021728516,,,,,,B,196,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0123_c3_f0050437.jpg,123,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0823_c4_f0178818.jpg,823,0.8221315145492554,,,,,,B,197,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0123_c4_f0044820.jpg,123,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0851_c1_f0221396.jpg,851,0.8224151134490967,,,,,,B,198,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0125_c1_f0075694.jpg,125,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0352_c8_f0063115.jpg,352,0.8171939849853516,,,,,,B,199,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0125_c2_f0082051.jpg,125,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1233_c6_f0030918.jpg,1233,0.8371933698654175,,,,,,B,202,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0126_c3_f0059549.jpg,126,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0125_c2_f0080251.jpg,125,0.8695172667503357,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0126_c2_f0081812.jpg,2,2,0.8605417013168335,1.0,F,203,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0126_c5_f0088074.jpg,126,False,True,True,-0.008975565433502197,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c1_f0108625.jpg,360,0.8151032328605652,,,,,,B,205,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0127_c1_f0075956.jpg,127,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0420_c1_f0118194.jpg,420,0.7761287689208984,,,,,,B,206,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0127_c2_f0075875.jpg,127,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0576_c1_f0152924.jpg,576,0.8798877596855164,,,,,,B,207,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0128_c1_f0076112.jpg,128,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6429_c8_f0081168.jpg,6429,0.7863965630531311,,,,,,B,208,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0128_c2_f0080602.jpg,128,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0050_c3_f0042117.jpg,50,0.8453738689422607,,,,,,B,209,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0128_c3_f0057862.jpg,128,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0088_c4_f0048888.jpg,88,0.8563492298126221,,,,,,B,210,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0128_c4_f0055645.jpg,128,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0711_c1_f0177585.jpg,711,0.79981529712677,,,,,,B,211,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0134_c1_f0077129.jpg,134,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0644_c2_f0168026.jpg,644,0.8484516143798828,,,,,,B,212,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0134_c2_f0080749.jpg,134,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4106_c8_f0024149.jpg,4106,0.818245530128479,,,,,,C,213,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0134_c5_f0085984.jpg,134,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6670_c8_f0137595.jpg,6670,0.8262511491775513,,,,,,B,214,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0134_c6_f0065112.jpg,134,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0262_c6_f0074922.jpg,262,0.8203668594360352,,,,,,B,215,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0134_c7_f0067627.jpg,134,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0023_c3_f0034130.jpg,23,0.858444094657898,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0135_c2_f0077657.jpg,2,2,0.8473322987556458,0.0,F,218,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0135_c3_f0052337.jpg,135,False,True,True,-0.011111795902252197,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2942_c4_f0030106.jpg,2942,0.9086118936538696,,,,,,B,219,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0135_c4_f0046746.jpg,135,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0194_c6_f0076809.jpg,194,0.8558180332183838,,,,,,B,222,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0136_c6_f0057115.jpg,136,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0482_c1_f0126803.jpg,482,0.7686774730682373,,,,,,C,223,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0137_c1_f0077186.jpg,137,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6548_c8_f0104559.jpg,6548,0.8054971694946289,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0137_c1_f0077786.jpg,5,6,0.7877792716026306,0.0,F,225,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0137_c5_f0087182.jpg,137,False,True,True,-0.01771789789199829,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0766_c6_f0176708.jpg,766,0.7977966070175171,,,,,,B,226,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0137_c6_f0066560.jpg,137,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4480_c7_f0107347.jpg,4480,0.9264441132545471,,,,,,B,227,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0137_c7_f0069000.jpg,137,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4249_c6_f0068848.jpg,4249,0.7890102863311768,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0140_c6_f0170481.jpg,2,2,0.7830823659896851,1.0,F,229,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0140_c7_f0172289.jpg,140,False,True,True,-0.005927920341491699,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4717_c8_f0142464.jpg,4717,0.80545973777771,,,,,,B,230,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0140_c8_f0141968.jpg,140,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0027_c1_f0054669.jpg,27,0.9496086835861206,,,,,,B,231,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0142_c1_f0079321.jpg,142,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0204_c2_f0087510.jpg,204,0.7944591641426086,,,,,,B,232,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0142_c2_f0078414.jpg,142,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1346_c2_f0079716.jpg,1346,0.8127410411834717,,,,,,C,234,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0143_c2_f0079493.jpg,143,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0788_c3_f0176043.jpg,788,0.8345720767974854,,,,,,B,235,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0143_c3_f0055055.jpg,143,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0367_c4_f0077699.jpg,367,0.8130208253860474,,,,,,B,236,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0143_c4_f0049743.jpg,143,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0049_c1_f0060509.jpg,49,0.828524112701416,,,,,,B,237,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0145_c1_f0080150.jpg,145,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0143_c2_f0079973.jpg,143,0.8156048059463501,,,,,,B,238,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0145_c2_f0079839.jpg,145,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0264_c3_f0078097.jpg,264,0.7369815111160278,,,,,,C,241,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0147_c3_f0055390.jpg,147,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0314_c4_f0072329.jpg,314,0.7726390361785889,,,,,,B,242,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0147_c4_f0049659.jpg,147,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0201_c1_f0089488.jpg,201,0.8014160394668579,,,,,,C,243,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0149_c1_f0080969.jpg,149,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1784_c2_f0156082.jpg,1784,0.7710726261138916,,,,,,B,244,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0149_c2_f0080441.jpg,149,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0088_c1_f0068757.jpg,88,0.837310791015625,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c2_f0081728.jpg,1,2,0.8289420008659363,-1.0,E,245,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0150_c1_f0081618.jpg,150,True,True,True,-0.00836879014968872,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0151_c2_f0081482.jpg,151,0.9147586226463318,,,,,,C,246,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0150_c2_f0081488.jpg,150,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4099_c7_f0045970.jpg,4099,0.8377065658569336,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c2_f0081728.jpg,2,3,0.8197592496871948,1.0,F,247,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0150_c3_f0057189.jpg,150,False,True,True,-0.01794731616973877,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0088_c4_f0048888.jpg,88,0.8339468836784363,,,,,,B,248,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0150_c4_f0051201.jpg,150,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4071_c7_f0039892.jpg,4071,0.8016468286514282,,,,,,C,249,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0151_c1_f0081634.jpg,151,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c2_f0081968.jpg,150,0.859883725643158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0151_c1_f0081394.jpg,1,2,0.8439041376113892,-0.5,E,250,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0151_c2_f0081962.jpg,151,True,True,True,-0.0159795880317688,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4632_c8_f0124832.jpg,4632,0.7939697504043579,,,,,,B,251,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0151_c3_f0057069.jpg,151,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2942_c4_f0030106.jpg,2942,0.8794683218002319,,,,,,B,252,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0151_c4_f0051330.jpg,151,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0206_c1_f0090086.jpg,206,0.9094014763832092,,,,,,B,253,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0158_c1_f0082789.jpg,158,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0099_c2_f0070071.jpg,99,0.8204296231269836,,,,,,C,254,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0158_c2_f0087593.jpg,158,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0023_c3_f0034010.jpg,23,0.8267876505851746,,,,,,B,255,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0158_c3_f0064720.jpg,158,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1749_c3_f0120441.jpg,1749,0.7457470893859863,,,,,,C,260,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0159_c7_f0073341.jpg,159,,False,True,,
